2,3,1099,6,2,0,0,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,51,4,5,2,0,0,3,0,0,1,1,1,0,0,2,0,0,0,0,9,0,1,0,0,0
4,2,600,1,10,5,0,5,3,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0
2,3,8512,119,6,0,0,0,4,0,1,1,1,1,0,0,1,1,0,0,0,22,0,0,0,0,1
1,4,0,0,1,1,0,0,6,1,1,1,1,1,0,1,2,0,1,1,1,0,0,0,1,1,1
5,1,6,0,10,2,0,0,4,1,0,0,1,1,1,0,3,0,0,0,0,0,0,1,1,1,1
3,1,111,9,5,1,0,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,274,7,3,5,0,2,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,2,28,4,10,5,0,0,3,1,1,0,0,1,0,0,0,1,0,1,0,3,0,0,0,0,0
5,1,181,16,10,3,0,3,3,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0
4,1,474,8,3,1,3,0,3,1,1,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0
1,4,9976,24,1,1,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,4,4,0,6,0,0,5,4,1,0,1,1,1,0,0,2,0,0,0,0,10,0,0,0,0,0
1,4,0,0,1,1,0,0,6,1,1,1,1,1,0,1,2,1,1,1,1,4,0,0,1,1,1
4,1,623,2,10,5,1,0,5,1,1,1,1,1,0,0,3,0,0,0,0,1,0,0,0,0,0
4,1,1284,4,3,5,3,0,3,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2,3,757,11,2,0,0,2,3,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
5,1,9561,1008,7,6,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0
2,4,1139,28,2,0,0,3,3,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
4,2,2,0,3,2,0,4,5,1,1,1,1,1,0,0,1,0,0,0,0,4,1,0,0,0,0
4,2,342,2,10,5,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
6,3,0,0,1,1,0,0,4,1,0,1,0,1,0,0,2,1,1,1,1,15,0,0,0,0,0
1,4,51,2,2,0,0,5,3,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
3,1,56,4,5,1,3,0,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,4,115,10,2,0,0,5,3,1,0,1,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0
3,1,9,1,6,1,0,0,3,0,1,0,1,1,0,0,4,0,0,0,0,0,0,0,1,1,0
3,1,79,11,5,0,0,2,3,1,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0
3,1,43,5,6,1,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4,1,22,0,3,2,0,0,4,1,1,1,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0
1,4,0,0,1,1,0,0,6,1,1,1,1,1,1,0,1,1,0,0,0,10,0,0,0,1,0
1,4,49,6,2,0,0,0,3,1,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0
4,1,2345,79,3,1,5,0,3,1,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0
5,2,15,1,10,0,0,0,4,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
2,3,284,8,2,0,0,3,3,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
4,1,1001,47,8,2,0,3,4,1,0,0,1,1,1,0,5,0,0,0,0,0,0,0,0,1,1
1,4,21,5,2,0,0,3,2,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
4,1,28,0,10,5,0,3,4,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
4,1,118,5,10,1,0,3,4,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,1,45,1,10,1,3,0,3,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0
4,1,1222,31,10,1,0,3,4,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0
3,4,1,0,6,1,0,0,3,1,0,1,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0
2,3,12,0,1,1,0,0,6,1,1,1,1,1,0,0,2,1,1,1,1,0,0,0,1,1,1
6,2,18,1,1,1,0,0,7,1,1,1,1,1,0,1,2,0,2,1,1,0,0,0,1,1,0
3,1,337,5,10,1,0,0,2,0,0,1,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0
3,1,547,54,3,0,3,0,3,1,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0
2,4,91,0,3,0,3,0,3,1,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0
6,3,4,0,3,0,0,3,5,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0
4,2,268,1,10,5,0,3,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,4,10,1,1,5,0,5,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,70,4,10,1,1,1,2,1,0,0,0,1,0,0,4,0,5,0,0,0,0,0,0,0,0
3,1,357,83,4,1,0,3,3,1,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0
4,4,239,14,1,5,0,3,4,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3,4,0,0,1,1,0,1,3,1,0,0,1,1,0,0,4,0,0,0,0,0,0,0,1,0,0
3,1,132,10,6,1,0,9,2,0,0,1,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0
1,4,2176,0,6,1,0,0,2,1,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0
1,4,0,0,1,1,0,0,3,1,1,0,1,0,0,0,3,1,0,0,0,7,0,1,0,1,0
6,1,0,0,1,1,0,0,7,1,1,1,1,1,0,1,2,0,0,0,0,0,0,0,1,1,1
1,4,109,8,2,0,3,0,2,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
4,4,246,6,3,2,3,0,3,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
4,4,36,1,6,5,1,2,4,1,1,0,1,0,1,0,3,0,0,0,0,1,0,0,0,0,0
2,4,215,1,1,4,0,0,5,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
1,4,28,6,3,0,2,0,2,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0
1,4,112,4,2,0,0,3,2,0,0,1,0,1,0,0,2,0,0,0,0,5,0,0,0,0,0
5,1,1,5,7,3,0,0,6,1,1,1,1,1,0,1,2,1,1,1,1,0,0,0,1,1,1
3,1,93,11,10,0,0,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,103,0,6,1,0,0,3,1,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0
5,1,3268,684,6,4,0,3,4,0,1,1,0,1,0,1,6,1,0,0,0,0,0,0,1,0,0
6,2,1904,157,10,2,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,1648,39,6,2,0,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
5,1,435,14,8,2,0,3,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3,4,70,3,1,0,3,0,3,0,1,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0
5,1,21,4,10,6,0,2,2,0,0,1,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0
3,1,301,57,6,0,3,0,3,1,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0
4,4,323,7,3,5,3,0,3,1,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0
1,4,11,2,1,1,0,0,3,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
5,1,372,118,10,6,0,0,2,1,0,0,0,1,0,0,4,1,0,0,0,1,0,0,0,0,0
5,1,98,2,8,2,0,3,4,1,1,0,0,1,1,0,5,0,0,0,0,1,0,1,0,0,0
5,1,2725,18,9,2,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,1,1,0
4,1,583,17,10,5,0,5,4,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
3,1,11,2,6,2,0,0,3,0,0,1,1,1,0,0,2,0,0,0,0,6,0,0,1,0,0
6,1,0,0,1,1,0,0,4,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0
5,1,18,2,8,2,0,3,4,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
5,1,200,6,9,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
5,1,236,3,10,3,0,3,3,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3,1,64,2,6,1,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,10,3,8,2,0,2,4,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
4,2,30,1,10,5,0,3,4,0,1,1,0,1,1,0,2,0,1,0,0,0,0,0,1,0,0
4,4,111,1,10,5,0,11,3,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
4,1,1760,3,8,2,0,3,4,1,1,0,0,1,1,0,5,0,0,0,0,1,1,0,0,0,0
3,1,0,0,4,0,0,2,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,1,3,0,4,0,0,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,25,2,5,1,0,0,2,1,0,0,1,0,0,0,3,1,0,0,0,0,0,1,0,0,0
4,2,587,9,10,1,1,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,118,6,10,5,0,3,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5,1,333,13,10,2,0,14,4,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
5,1,0,0,10,2,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4,4,1240,7,3,2,3,0,3,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
3,1,0,0,10,0,2,0,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
6,1,0,0,10,1,0,0,3,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0
4,4,1031,2,8,2,0,3,3,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
4,2,2,1,1,4,0,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,1973,77,2,0,3,0,4,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
6,1,1,0,10,1,0,0,2,0,0,1,0,1,0,0,2,0,0,0,0,4,0,0,0,0,0
3,1,33,3,2,1,3,0,5,1,1,1,1,0,0,1,2,0,1,0,0,1,1,0,1,1,0
3,1,0,0,3,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,1566,2,10,3,3,0,3,1,0,1,1,0,0,0,0,2,0,0,0,1,1,1,1,0,0
3,1,13,1,5,1,0,0,4,1,1,1,1,0,0,0,0,6,3,0,0,0,0,0,1,1,0
1,4,0,0,1,1,0,0,7,1,1,1,1,1,1,0,2,0,2,1,1,0,0,0,1,1,0
4,4,447,20,8,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,2,783,12,10,5,0,5,5,1,1,0,1,1,1,0,3,0,0,0,0,1,0,1,1,0,0
5,1,677,54,10,3,0,3,4,1,1,0,1,1,0,0,4,0,0,0,0,1,0,0,0,0,0
4,1,826,3,1,1,0,5,5,1,1,1,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0
6,2,0,0,10,1,0,3,3,0,0,1,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0
5,1,140,16,10,4,0,0,3,0,0,1,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0
3,1,41,14,6,1,0,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,268,2,1,1,0,0,3,1,0,1,0,1,0,0,2,0,1,1,1,4,0,0,0,0,0
1,4,128,3,2,0,0,3,2,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
4,1,1267,5,3,2,0,3,3,0,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,0,0
4,1,925,56,10,2,3,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,3,0,0,1,1,0,0,4,1,0,1,1,1,0,0,3,1,1,1,1,5,0,0,0,0,0
5,1,121,18,10,6,0,5,3,1,0,1,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0
3,1,324,4,6,1,0,0,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5,1,212,1,8,2,0,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,1,804,84,6,2,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
2,4,76,2,2,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,4,2,0,0,0,0,0
6,2,463,3,1,5,0,0,4,1,0,0,1,1,1,0,5,0,0,0,0,5,0,1,0,1,0
2,3,407,3,2,0,0,3,6,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1
2,3,1285,14,2,0,3,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,300,48,10,0,0,0,4,1,0,1,1,1,0,0,2,0,0,0,0,4,0,1,0,0,0
3,1,313,36,5,0,0,2,2,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0
3,4,92,10,6,0,0,0,5,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1,4,9,3,2,0,0,5,3,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
5,1,11,0,8,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4,2,342,5,3,1,0,3,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,1,237,22,6,1,3,0,7,1,1,1,1,1,0,1,0,0,0,0,0,2,0,0,1,1,1
5,1,22402,274,5,1,0,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,26,5,10,5,0,3,3,0,1,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0
3,1,0,0,6,0,0,2,2,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0
4,1,0,0,6,0,0,3,4,1,1,0,1,0,1,0,1,0,0,0,0,2,0,1,0,0,0
5,1,2150,9,8,2,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
4,4,196,6,3,2,3,0,3,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1,,,5,1,0,3,4,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
4,2,0,0,1,1,0,0,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,72,3,1,5,0,3,3,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5,1,1,3,7,3,0,2,2,1,0,0,0,1,0,0,4,0,0,0,0,5,1,0,0,0,0
3,1,20,2,5,1,0,3,4,1,0,1,1,1,0,0,4,0,0,0,0,3,0,0,1,0,0
3,1,49,5,5,0,0,3,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
6,2,30,0,1,1,0,0,4,0,1,1,1,1,0,0,1,0,0,0,0,5,0,1,0,0,0
4,1,637,5,10,2,0,0,2,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0
4,2,1221,29,6,1,0,5,6,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
5,1,99,39,10,6,0,0,4,1,0,1,0,1,1,0,4,1,0,0,0,0,0,0,1,0,0
4,1,620,12,8,1,0,5,6,1,1,1,1,1,1,0,2,0,0,0,0,1,0,1,0,0,0
3,4,505,38,2,0,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,66,15,10,3,2,0,4,0,1,0,1,0,0,1,3,0,0,0,0,0,0,0,1,1,0
4,3,0,0,1,1,0,0,7,1,1,1,1,1,0,1,2,0,1,1,1,0,0,0,1,0,0
1,4,0,0,1,1,0,0,5,1,1,0,1,1,1,0,1,0,0,0,0,2,0,1,0,0,0
1,4,0,0,1,1,0,0,4,0,0,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,0
1,4,0,0,1,1,5,0,4,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1
4,1,2506,20,8,2,0,3,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,4,63,0,6,1,0,5,4,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4,2,17,1,10,1,0,5,7,1,0,1,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0
3,1,450,8,6,1,0,0,2,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0
3,1,41,6,4,1,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5,1,185,10,8,2,0,3,4,1,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0
5,1,36,18,7,3,0,0,3,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
5,1,143,9,6,2,0,3,4,1,1,0,1,1,0,0,0,0,0,0,0,7,0,0,1,0,0
4,2,945,18,10,5,0,0,4,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
5,1,514,49,10,3,0,5,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,57,2,3,6,0,5,4,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0
6,2,1,0,10,1,0,0,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2,4,5,1,1,1,0,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4,1,164,7,8,2,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
5,1,781,45,9,2,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
5,1,491,6,9,2,1,0,4,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0
1,4,0,0,1,1,0,0,6,1,1,1,1,1,0,1,2,0,1,1,1,0,0,0,1,1,0
6,2,0,0,1,1,0,0,5,1,0,1,1,1,0,0,2,0,1,1,1,9,0,0,0,0,0
5,1,84,1,8,2,1,3,4,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
4,1,236,13,10,5,0,6,5,1,0,0,1,1,1,0,3,1,0,0,0,0,0,0,0,1,0
3,4,245,56,1,1,0,0,3,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
3,1,604,42,5,1,0,2,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2,3,178,3,2,0,0,9,3,0,0,1,1,1,0,0,4,0,0,0,1,1,0,0,0,0,0
1,4,0,0,1,1,0,0,6,1,1,1,1,1,0,0,4,0,0,0,0,0,0,0,1,1,1
1,4,9363,231,1,1,0,13,3,1,0,1,0,1,0,0,4,0,0,0,1,50,0,0,0,0,0
5,1,449,33,9,1,0,5,4,1,1,1,0,1,0,0,4,0,0,0,0,12,1,0,0,0,0
6,2,15,0,6,1,0,0,4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
3,1,0,0,6,0,2,0,4,1,0,0,1,1,1,0,3,0,0,0,0,0,0,0,1,0,0
2,4,912,15,2,0,0,3,7,1,1,1,1,1,1,1,0,0,0,0,0,7,0,0,1,1,0
5,1,333,60,10,5,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,3,3,0,1,1,0,0,3,1,0,1,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0
5,1,527,28,8,2,0,3,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4,2,753,6,10,5,3,0,4,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
4,2,391,8,10,5,0,7,5,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0
